
Capacity,Occupancy,LastUpdated,PercentOccupied
1920,614,2021-10-04 07:59:42,0.31979166666666664
1920,761,2021-10-04 08:25:42,0.3963541666666667
1920,958,2021-10-04 08:59:42,0.49895833333333334
1920,1121,2021-10-04 09:32:46,0.5838541666666667
1920,1254,2021-10-04 09:59:48,0.653125
1920,1324,2021-10-04 10:26:49,0.6895833333333333
1920,1387,2021-10-04 10:59:48,0.7223958333333333
1920,1428,2021-10-04 11:25:47,0.74375
1920,1447,2021-10-04 11:59:44,0.7536458333333333
1920,1460,2021-10-04 12:29:45,0.7604166666666666
1920,1448,2021-10-04 13:02:48,0.7541666666666667
1920,1432,2021-10-04 13:29:45,0.7458333333333333
1920,1430,2021-10-04 14:02:47,0.7447916666666666
1920,1429,2021-10-04 14:29:49,0.7442708333333333
1920,1381,2021-10-04 14:57:13,0.7192708333333333
1920,1300,2021-10-04 15:30:14,0.6770833333333334
1920,1218,2021-10-04 16:04:12,0.634375
1920,1075,2021-10-04 16:31:14,0.5598958333333334
1920,602,2021-10-05 07:57:17,0.31354166666666666
1920,779,2021-10-05 08:30:15,0.40572916666666664
1920,975,2021-10-05 09:04:19,0.5078125
1920,1138,2021-10-05 09:30:15,0.5927083333333333
1920,1306,2021-10-05 10:04:15,0.6802083333333333
1920,1379,2021-10-05 10:30:17,0.7182291666666667
1920,1410,2021-10-05 11:04:19,0.734375
1920,1430,2021-10-05 11:30:18,0.7447916666666666
1920,1446,2021-10-05 12:04:14,0.753125
1920,1437,2021-10-05 12:30:16,0.7484375
1920,1418,2021-10-05 12:57:15,0.7385416666666667
1920,1427,2021-10-05 13:30:19,0.7432291666666667
1920,1422,2021-10-05 13:57:20,0.740625
1920,1409,2021-10-05 14:30:17,0.7338541666666667
1920,1378,2021-10-05 14:57:19,0.7177083333333333
1920,1303,2021-10-05 15:30:15,0.6786458333333333
1920,1203,2021-10-05 16:04:18,0.6265625
1920,1049,2021-10-05 16:30:17,0.5463541666666667
1920,615,2021-10-06 07:57:25,0.3203125
1920,772,2021-10-06 08:30:20,0.40208333333333335
1920,937,2021-10-06 08:57:22,0.48802083333333335
1920,1119,2021-10-06 09:30:20,0.5828125
1920,1230,2021-10-06 10:03:20,0.640625
1920,1285,2021-10-06 10:30:20,0.6692708333333334
1920,1335,2021-10-06 10:57:20,0.6953125
1920,1366,2021-10-06 11:30:22,0.7114583333333333
1920,1394,2021-10-06 12:04:24,0.7260416666666667
1920,1408,2021-10-06 12:30:24,0.7333333333333333
1920,1422,2021-10-06 12:57:21,0.740625
1920,1419,2021-10-06 13:30:21,0.7390625
1920,1421,2021-10-06 13:57:22,0.7401041666666667
1920,1388,2021-10-06 14:30:23,0.7229166666666667
1920,1346,2021-10-06 15:04:22,0.7010416666666667
1920,1269,2021-10-06 15:31:22,0.6609375
1920,1170,2021-10-06 16:04:23,0.609375
1920,1028,2021-10-06 16:30:27,0.5354166666666667
1920,587,2021-10-07 08:03:27,0.30572916666666666
1920,738,2021-10-07 08:30:27,0.384375
1920,900,2021-10-07 09:04:13,0.46875
1920,1013,2021-10-07 09:30:27,0.5276041666666667
1920,1125,2021-10-07 09:57:27,0.5859375
1920,1186,2021-10-07 10:30:27,0.6177083333333333
1920,1229,2021-10-07 10:57:30,0.6401041666666667
1920,1250,2021-10-07 11:30:28,0.6510416666666666
1920,1256,2021-10-07 12:03:29,0.6541666666666667
1920,1262,2021-10-07 12:30:28,0.6572916666666667
1920,1267,2021-10-07 13:04:28,0.6598958333333333
1920,1256,2021-10-07 13:30:29,0.6541666666666667
1920,1245,2021-10-07 14:03:28,0.6484375
1920,1205,2021-10-07 14:30:32,0.6276041666666666
1920,1180,2021-10-07 15:04:30,0.6145833333333334
1920,1130,2021-10-07 15:30:32,0.5885416666666666
1920,1051,2021-10-07 15:57:31,0.5473958333333333
1920,906,2021-10-07 16:30:29,0.471875
1920,304,2021-10-08 07:57:38,0.15833333333333333
1920,337,2021-10-08 08:30:37,0.17552083333333332
1920,397,2021-10-08 08:57:34,0.20677083333333332
1920,455,2021-10-08 09:30:37,0.23697916666666666
1920,532,2021-10-08 10:04:34,0.27708333333333335
1920,584,2021-10-08 10:30:34,0.30416666666666664
1920,626,2021-10-08 10:57:34,0.3260416666666667
1920,701,2021-10-08 11:30:38,0.3651041666666667
1920,763,2021-10-08 12:04:34,0.39739583333333334
1920,805,2021-10-08 12:30:36,0.4192708333333333
1920,855,2021-10-08 13:04:39,0.4453125
1920,875,2021-10-08 13:30:36,0.4557291666666667
1920,917,2021-10-08 14:03:38,0.47760416666666666
1920,925,2021-10-08 14:30:35,0.4817708333333333
1920,954,2021-10-08 14:57:41,0.496875
1920,924,2021-10-08 15:30:39,0.48125
1920,865,2021-10-08 16:04:39,0.4505208333333333
1920,782,2021-10-08 16:30:42,0.40729166666666666
1920,285,2021-10-09 08:04:40,0.1484375
1920,248,2021-10-09 08:30:45,0.12916666666666668
1920,259,2021-10-09 09:04:46,0.13489583333333333
1920,282,2021-10-09 09:30:45,0.146875
1920,297,2021-10-09 09:57:41,0.1546875
1920,308,2021-10-09 10:30:43,0.16041666666666668
1920,332,2021-10-09 11:04:44,0.17291666666666666
1920,380,2021-10-09 11:30:41,0.19791666666666666
1920,417,2021-10-09 11:57:46,0.2171875
1920,465,2021-10-09 12:30:41,0.2421875
1920,480,2021-10-09 13:04:43,0.25
1920,487,2021-10-09 13:30:42,0.25364583333333335
1920,487,2021-10-09 14:03:42,0.25364583333333335
1920,497,2021-10-09 14:30:42,0.25885416666666666
1920,478,2021-10-09 15:04:44,0.24895833333333334
1920,454,2021-10-09 15:30:46,0.23645833333333333
1920,421,2021-10-09 16:03:43,0.21927083333333333
1920,375,2021-10-09 16:30:43,0.1953125
1920,540,2021-10-10 08:04:47,0.28125
1920,667,2021-10-10 08:30:47,0.34739583333333335
1920,876,2021-10-10 09:04:47,0.45625
1920,1049,2021-10-10 09:30:49,0.5463541666666667
1920,1200,2021-10-10 10:03:48,0.625
1920,1238,2021-10-10 10:30:48,0.6447916666666667
1920,1281,2021-10-10 10:57:52,0.6671875
1920,1300,2021-10-10 11:30:48,0.6770833333333334
1920,1324,2021-10-10 11:57:49,0.6895833333333333
1920,1331,2021-10-10 12:30:48,0.6932291666666667
1920,1335,2021-10-10 13:04:49,0.6953125
1920,1327,2021-10-10 13:30:49,0.6911458333333333
1920,1307,2021-10-10 14:03:49,0.6807291666666667
1920,1276,2021-10-10 14:30:49,0.6645833333333333
1920,1244,2021-10-10 14:57:54,0.6479166666666667
1920,1197,2021-10-10 15:30:49,0.6234375
1920,1135,2021-10-10 15:57:55,0.5911458333333334
1920,1003,2021-10-10 16:30:49,0.5223958333333333
1920,564,2021-10-11 08:04:57,0.29375
1920,696,2021-10-11 08:30:54,0.3625
1920,852,2021-10-11 08:57:56,0.44375
1920,1082,2021-10-11 09:30:55,0.5635416666666667
1920,1210,2021-10-11 09:57:59,0.6302083333333334
1920,1310,2021-10-11 10:30:54,0.6822916666666666
1920,1343,2021-10-11 10:57:55,0.6994791666666667
1920,1369,2021-10-11 11:30:59,0.7130208333333333
1920,1396,2021-10-11 12:03:55,0.7270833333333333
1920,1431,2021-10-11 12:30:56,0.7453125
1920,1425,2021-10-11 13:04:00,0.7421875
1920,1406,2021-10-11 13:31:01,0.7322916666666667
1920,1394,2021-10-11 14:04:00,0.7260416666666667
1920,1349,2021-10-11 14:30:56,0.7026041666666667
1920,1290,2021-10-11 15:03:58,0.671875
1920,1226,2021-10-11 15:33:56,0.6385416666666667
1920,1149,2021-10-11 16:01:00,0.5984375
1920,1006,2021-10-11 16:26:56,0.5239583333333333
1920,608,2021-10-12 08:04:00,0.31666666666666665
1920,734,2021-10-12 08:31:01,0.38229166666666664
1920,943,2021-10-12 09:03:59,0.49114583333333334
1920,1097,2021-10-12 09:26:58,0.5713541666666667
1920,1263,2021-10-12 10:01:04,0.6578125
1920,1333,2021-10-12 10:31:04,0.6942708333333333
1920,1374,2021-10-12 11:04:01,0.715625
1920,1392,2021-10-12 11:31:05,0.725
1920,1394,2021-10-12 12:04:04,0.7260416666666667
1920,1407,2021-10-12 12:31:05,0.7328125
1920,1397,2021-10-12 13:04:04,0.7276041666666667
1920,1390,2021-10-12 13:34:03,0.7239583333333334
1920,1374,2021-10-12 14:03:59,0.715625
1920,1346,2021-10-12 14:34:04,0.7010416666666667
1920,1263,2021-10-12 15:01:03,0.6578125
1920,1205,2021-10-12 15:30:59,0.6276041666666666
1920,1124,2021-10-12 15:57:05,0.5854166666666667
1920,972,2021-10-12 16:31:05,0.50625
1920,532,2021-10-13 07:57:02,0.27708333333333335
1920,727,2021-10-13 08:31:06,0.37864583333333335
1920,925,2021-10-13 09:04:02,0.4817708333333333
1920,1102,2021-10-13 09:31:01,0.5739583333333333
1920,1240,2021-10-13 09:57:08,0.6458333333333334
1920,1322,2021-10-13 10:31:03,0.6885416666666667
1920,1367,2021-10-13 11:04:08,0.7119791666666667
1920,1393,2021-10-13 11:31:06,0.7255208333333333
1920,1425,2021-10-13 11:57:06,0.7421875
1920,1428,2021-10-13 12:31:08,0.74375
1920,1428,2021-10-13 13:04:04,0.74375
1920,1426,2021-10-13 13:31:08,0.7427083333333333
1920,1402,2021-10-13 13:57:07,0.7302083333333333
1920,1366,2021-10-13 14:31:06,0.7114583333333333
1920,1335,2021-10-13 15:04:08,0.6953125
1920,1292,2021-10-13 15:31:08,0.6729166666666667
1920,1204,2021-10-13 16:04:08,0.6270833333333333
1920,1069,2021-10-13 16:31:08,0.5567708333333333
1920,556,2021-10-14 08:01:05,0.28958333333333336
1920,689,2021-10-14 08:27:10,0.35885416666666664
1920,858,2021-10-14 09:01:08,0.446875
1920,1010,2021-10-14 09:27:10,0.5260416666666666
1920,1142,2021-10-14 10:01:11,0.5947916666666667
1920,1192,2021-10-14 10:27:09,0.6208333333333333
1920,1220,2021-10-14 11:01:07,0.6354166666666666
1920,1239,2021-10-14 11:27:06,0.6453125
1920,1240,2021-10-14 12:01:11,0.6458333333333334
1920,1226,2021-10-14 12:27:06,0.6385416666666667
1920,1225,2021-10-14 13:01:11,0.6380208333333334
1920,1205,2021-10-14 13:27:07,0.6276041666666666
1920,1191,2021-10-14 14:01:11,0.6203125
1920,1182,2021-10-14 14:34:08,0.615625
1920,1134,2021-10-14 15:01:12,0.590625
1920,1048,2021-10-14 15:27:08,0.5458333333333333
1920,969,2021-10-14 16:01:11,0.5046875
1920,832,2021-10-14 16:34:08,0.43333333333333335
1920,290,2021-10-15 08:01:11,0.15104166666666666
1920,342,2021-10-15 08:34:10,0.178125
1920,391,2021-10-15 09:01:09,0.20364583333333333
1920,437,2021-10-15 09:27:11,0.22760416666666666
1920,500,2021-10-15 10:01:12,0.2604166666666667
1920,552,2021-10-15 10:27:15,0.2875
1920,613,2021-10-15 11:01:14,0.31927083333333334
1920,629,2021-10-15 11:27:14,0.32760416666666664
1920,669,2021-10-15 12:01:12,0.3484375
1920,708,2021-10-15 12:27:10,0.36875
1920,783,2021-10-15 13:01:14,0.4078125
1920,848,2021-10-15 13:34:13,0.44166666666666665
1920,863,2021-10-15 14:01:13,0.44947916666666665
1920,880,2021-10-15 14:27:12,0.4583333333333333
1920,905,2021-10-15 15:01:13,0.4713541666666667
1920,881,2021-10-15 15:27:12,0.4588541666666667
1920,853,2021-10-15 16:01:15,0.44427083333333334
1920,789,2021-10-15 16:27:16,0.4109375
1920,297,2021-10-16 08:04:13,0.1546875
1920,324,2021-10-16 08:27:13,0.16875
1920,420,2021-10-16 09:01:15,0.21875
1920,520,2021-10-16 09:27:13,0.2708333333333333
1920,675,2021-10-16 10:04:13,0.3515625
1920,743,2021-10-16 10:34:13,0.38697916666666665
1920,796,2021-10-16 11:01:13,0.41458333333333336
1920,860,2021-10-16 11:27:17,0.4479166666666667
1920,943,2021-10-16 12:01:16,0.49114583333333334
1920,968,2021-10-16 12:27:14,0.5041666666666667
1920,965,2021-10-16 13:01:16,0.5026041666666666
1920,930,2021-10-16 13:27:17,0.484375
1920,871,2021-10-16 14:01:18,0.45364583333333336
1920,794,2021-10-16 14:34:14,0.41354166666666664
1920,714,2021-10-16 15:01:18,0.371875
1920,629,2021-10-16 15:31:18,0.32760416666666664
1920,567,2021-10-16 15:57:16,0.2953125
1920,470,2021-10-16 16:31:17,0.24479166666666666
1920,535,2021-10-17 08:01:16,0.2786458333333333
1920,639,2021-10-17 08:27:16,0.3328125
1920,802,2021-10-17 09:01:17,0.41770833333333335
1920,940,2021-10-17 09:27:20,0.4895833333333333
1920,1113,2021-10-17 10:04:20,0.5796875
1920,1182,2021-10-17 10:31:16,0.615625
1920,1248,2021-10-17 11:04:20,0.65
